,Event 1,Event 2,Label
2048,"['She', 'turn', 'on', 'the', 'tv']","['Her', 'parents', 'leave', 'for', 'work']",2
2049,"['She', 'buy', 'some', 'hair', 'dye']","['She', 'drive', 'to', 'Walmart']",2
2050,"['She', 'take', 'online', 'lessons']","['She', 'aspire', 'to', 'become', 'an', 'expert', 'horticulturist']",2
2051,"['He', 'control', 'the', 'panic']","['He', 'feel', 'himself', 'panic']",2
2052,"['She', 'go', 'around', 'them']","['She', 'fall', 'under', 'water', 'several', 'times']",2
2053,"['I', 'later', 'join', 'the', 'Brighton', 'Historical', 'Society']","['We', 'look', 'through', 'the', 'rooms']",2
2054,"['I', 'order', 'a', 'new', 'shower', 'curtain']","['I', 'look', 'in', 'several', 'stores', 'online']",2
2055,"['A', 'cab', 'arrive', 'at', 'Benny', 's', 'house']","['They', 'call', 'the', 'taxi', 'company']",2
2056,"['He', 'cough', 'a', 'few', 'times']","['The', 'teacher', 'try', 'to', 'teach', 'the', 'class']",2
2057,"['She', 'arrive', 'in', 'Colorado']","['She', 'pack', 'her', 'stuff']",2
2058,"['I', 'complain', 'on', 'Yelp']","['We', 'choose', 'Devlin', 's', 'a', 'local', 'restaurant']",2
2059,"['He', 'buckle', 'my', 'seat']","['The', 'bull', 'start', 'to', 'move', 'aggressively']",2
2060,"['The', 'team', 'win', 'many', 'championship']","['They', 'build', 'a', 'winner']",2
2061,"['Dax', 'smile', 'the', 'entire', 'time']","['She', 'read', 'him', 'all', 'eight', 'books']",2
2062,"['The', 'notes', 'help', 'everybody', 'learned']","['She', 'sell', 'her', 'noted', 'to', 'other', 'classmates']",2
2063,"['He', 'go', 'to', 'the', 'restroom']","['His', 'stomach', 'feel', 'bad']",2
2064,"['The', 'battery', 'die', 'part', 'way', 'through']","['He', 'set', 'his', 'GPS', 'to', 'the', 'route']",2
2065,"['He', 'stay', 'there', 'a', 'whole', 'week']","['He', 'take', 'a', 'plane']",2
2066,"['They', 'find', 'the', 'kitten']","['He', 'search', 'for', 'his', 'lost', 'kitten']",2
2067,"['He', 'call', 'the', 'water', 'company']","['He', 'notice', 'there', 'was', 'no', 'water', 'pressure']",2
2068,"['She', 'try', 'a', 'lot', 'of', 'delicious', 'food']","['She', 'finally', 'book', 'her', 'trip']",2
2069,"['They', 'turn', 'the', 'blender', 'on']","['She', 'put', 'the', 'ingredients', 'in', 'her', 'blender']",2
2070,"['He', 'wash', 'his', 'hair', 'quickly']","['The', 'hot', 'water', 'go', 'cold']",2
2071,"['He', 'talk', 'to', 'her']","['He', 'go', 'on', 'facebook']",2
2072,"['He', 'buy', 'his', 'mom', 'chocolates', 'that', 'year']","['They', 'totally', 'forget', 'about', 'the', 'flowers']",2
2073,"['He', 'get', 'to', 'his', 'house']","['The', 'bully', 'come', 'out', 'of', 'an', 'alley']",2
2074,"['She', 'get', 'her', 'license', 'the', 'following', 'summer']","['They', 'fail', 'the', 'in', 'class', 'drivers', 'test']",2
2075,"['She', 'make', 'fewer', 'careless', 'decisions']","['She', 'practice', 'making', 'decisions', 'more', 'slowly']",2
2076,"['He', 'play', 'his', 'little', 'heart', 'out']","['They', 'decide', 'to', 'enter', 'a', 'piano', 'contest']",2
2077,"['He', 'wound', 'up', 'breaking', 'up', 'with', 'him']","['He', 'feel', 'he', 'kept', 'breaking', 'more', 'promises']",2
2078,"['They', 'go', 'off', 'road', 'trucking']","['He', 'pick', 'up', 'his', 'friend']",2
2079,"['He', 'try', 'to', 'pet', 'her']","['He', 'scoop', 'her', 'up']",2
2080,"['She', 'take', 'lots', 'of', 'pictures']","['They', 'spot', 'several', 'of', 'each', 'species']",2
2081,"['She', 'realize', 'she', 'matched', 'all', '6', 'numbers']","['She', 'grab', 'the', 'ticket', 'from', 'her', 'purse']",2
2082,"['He', 'season', 'them', 'with', 'lots', 'of', 'salt']","['He', 'cut', 'them', 'in', 'very', 'thin', 'slices']",2
2083,"['They', 'leave', 'for', 'the', 'hospital', 'early']","['The', 'doctor', 'recommend', 'surgery']",2
2084,"['She', 'see', 'a', 'tide', 'pool']","['They', 'go', 'for', 'a', 'walk']",2
2085,"['They', 'make', 'a', 'relationship']","['They', 'agree', 'to', 'meet', 'up', 'in', 'person']",2
2086,"['He', 'regret', 'his', 'decision', 'to', 'leave', 'early']","['He', 'end', 'up', 'getting', 'rained', 'on']",2
2087,"['Her', 'mother', 'light', 'the', 'candles']","['Her', 'mother', 'bring', 'out', 'her', 'birthday', 'cake']",2
2088,"['I', 'open', 'the', 'door', 'the', 'kitten', 'froze']","['She', 'see', 'the', 'dog']",2
2089,"['She', 'was', 'wrong', 'she', 'burn', 'the', 'cake']","['Kacey', 'decide', 'to', 'bake', 'a', 'cake']",2
2090,"['They', 'open', 'the', 'first', 'response']","['They', 'immediately', 'get', 'some', 'responses']",2
2091,"['She', 'hop', 'in', 'each', 'square']","['She', 'get', 'a', 'rock']",2
2092,"['He', 'roll', 'around', 'the', 'snow']","['He', 'take', 'his', 'dog']",2
2093,"['I', 'borrow', 'a', 'fan', 'from', 'my', 'sister']","['No', 'stores', 'sell', 'fans']",2
2094,"['They', 'lay', 'on', 'the', 'beach', 'relaxed']","['The', 'friends', 'go', 'to', 'Florida']",2
2095,"['The', 'man', 'call', 'the', 'representative', 'back']","['The', 'representative', 'hang', 'up']",2
2096,"['People', 'look', 'at', 'her', 'with', 'awe']","['She', 'take', 'lessons', 'to', 'have', 'more', 'poise']",2
2097,"['She', 'run', 'out', 'of', 'time', 'unfortunately']","['She', 'decide', 'to', 'take', 'her', 'time']",2
2098,"['She', 'tell', 'them', 'all', 'to', 'leave', 'immediately']","['A', 'hundred', 'people', 'end', 'up', 'showing', 'up']",2
2099,"['We', 'manage', 'to', 'win', 'by', '4', 'goals']","['He', 'obliterate', 'the', 'competition']",2
2100,"['They', 'win', 'the', 'mile']","['He', 'run', 'the', 'whole', 'thing', 'in', 'sandals']",2
2101,"['She', 'find', 'a', 'large', 'wild', 'blueberry', 'bush']","['They', 'walk', 'outside', 'in', 'the', 'woods']",2
2102,"['He', 'make', 'the', 'waffles', 'from', 'scratch']","['They', 'crack', 'an', 'egg']",2
2103,"['She', 'work', 'out', 'every', 'day']","['She', 'decide', 'to', 'take', 'up', 'bodybuilding']",2
2104,"['The', 'game', 'get', 'pretty', 'heated']","['They', 'all', 'decide', 'to', 'play', 'musical', 'chairs']",2
2105,"['He', 'decide', 'to', 'walk', 'there']","['His', 'friend', 'drive', 'by']",2
2106,"['I', 'ask', 'her', 'to', 'marry', 'me']","['I', 'instantly', 'fall', 'in', 'love', 'with', 'Suki']",2
2107,"['She', 'get', 'a', 'glass', 'of', 'warm', 'milk']","['They', 'sit', 'straight', 'up', 'in', 'bed']",2
2108,"['The', 'skunk', 'spray', 'him']","['He', 'come', 'across', 'a', 'skunk']",2
2109,"['She', 'wish', 'her', 'daughter', 'luck']","['They', 'stand', 'at', 'the', 'starting', 'line']",2
2110,"['He', 'stop', 'recognizing', 'him']","['Her', 'condition', 'get', 'worse']",2
2111,"['They', 'try', 'resetting', 'the', 'router']","['The', 'internet', 'go', 'out']",2
2112,"['He', 'tell', 'her', 'he', 'd', 'disown', 'her']","['She', 'continue', 'to', 'support', 'democrats']",2
2113,"['His', 'wife', 'ask', 'what', 'had', 'happened']","['His', 'wife', 'see', 'his', 'hands']",2
2114,"['He', 'puke', 'ruining', 'the', 'photo']","['His', 'child', 'start', 'to', 'feel', 'sick']",2
2115,"['They', 'rush', 'to', 'eat', 'breakfast']","['They', 'excitedly', 'get', 'dressed', 'in', 'the', 'morning']",2
2116,"['He', 'find', 'a', 'tangle']","['The', 'man', 'comb', 'his', 'hair']",2
2117,"['She', 'get', 'back', 'on', 'her', 'bike']","['She', 'stop', 'at', 'a', 'gas', 'station']",2
2118,"['The', 'river', 'rise', 'extremely', 'high']","['Sandy', 'keep', 'an', 'eye', 'on', 'the', 'water']",2
2119,"['He', 'walk', 'around', 'town']","['The', 'man', 'handcuff', 'himself', 'to', 'a', 'suitcase']",2
2120,"['They', 'find', 'an', 'instructor']","['They', 'decide', 'to', 'take', 'snowboarding', 'lessons']",2
2121,"['They', 'get', 'to', 'the', 'monkey', 'exhibit']","['They', 'take', 'Tim', 'to', 'the', 'zoo']",2
2122,"['His', 'mom', 'bring', 'him', 'to', 'the', 'doctor']","['They', 'feel', 'very', 'sick']",2
2123,"['He', 'return', 'to', 'Boston']","['He', 'move', 'from', 'MA', 'to', 'Arizona']",2
2124,"['She', 'grab', 'onto', 'the', 'fan', 'blades']","['She', 'begin', 'to', 'lose', 'her', 'balance']",2
2125,"['She', 'give', 'her', 'a', 'fern']","['She', 'beg', 'her', 'mom', 'for', 'a', 'puppy']",2
2126,"['They', 'start', 'the', 'trip']","['He', 'rent', 'a', 'car', 'with', 'his', 'friends']",2
2127,"['He', 'get', 'his', 'friends', 'to', 'join']","['He', 'decide', 'to', 'compete']",2
2128,"['He', 'see', 'a', 'biker', 's', 'gang']","['He', 'go', 'on', 'his', 'trip']",2
2129,"['Adele', 'incorporate', 'the', 'changes']","['He', 'suggest', 'two', 'changes']",2
2130,"['The', 'man', 'hammer', 'the', 'nail']","['The', 'man', 'straighten', 'the', 'nail']",2
2131,"['They', 'hire', 'a', 'contractor']","['They', 'buy', 'an', 'old', 'house']",2
2132,"['She', 'load', 'up', 'on', 'caffeine']","['Kelley', 'stay', 'up', 'very', 'late']",2
2133,"['He', 'pick', 'up', 'a', 'car']","['The', 'man', 'get', 'in', 'the', 'crane']",2
2134,"['They', 'sit', 'in', 'the', 'back', 'pew']","['The', 'family', 'always', 'go', 'to', 'church', 'together']",2
2135,"['He', 'go', 'on', 'a', 'hike']","['He', 'drive', 'to', 'a', 'large', 'park']",2
2136,"['He', 'miss', 'the', 'number', 'seven']","['The', 'boy', 'count', 'to', 'ten']",2
2137,"['The', 'owner', 'give', 'the', 'cat', 'attention']","['The', 'cat', 'claw', 'the', 'couch']",2
2138,"['They', 'study', 'every', 'day']","['The', 'test', 'come', 'up']",2
2139,"['He', 'get', 'a', 'few', 'things', 'done', 'today']","['He', 'decide', 'to', 'run', 'some', 'errands']",2
2140,"['We', 'catch', 'salmon', 'and', 'trout']","['We', 'fish', 'all', 'day']",2
2141,"['She', 'begin', 'to', 'worry', 'about', 'her', 'job']","['She', 'spend', 'her', 'workdays', 'being', 'lazy']",2
2142,"['Monte', 'go', 'into', 'the', 'bushes']","['The', 'ball', 'roll', 'into', 'the', 'bushes']",2
2143,"['The', 'woman', 'run', 'from', 'the', 'man']","['The', 'man', 'grunt', 'at', 'the', 'woman']",2
2144,"['The', 'weights', 'help', 'Anna', 'grow', 'her', 'muscles']","['She', 'decide', 'to', 'carry', 'hand', 'weights']",2
2145,"['They', 'walk', 'into', 'the', 'exhibit']","['He', 'take', 'him', 'to', 'the', 'zoo']",2
2146,"['I', 'pick', 'up', 'some', 'gummy', 'bears']","['I', 'go', 'to', 'the', 'drugstore', 'yesterday']",2
2147,"['He', 'look', 'the', 'same']","['He', 'rub', 'his', 'eyes']",2
2148,"['He', 'feel', 'great', 'about', 'riding', 'his', 'bike']","['He', 'ride', 'his', 'bike', 'every', 'day']",2
2149,"['I', 'bring', 'my', 'son', 'to', 'the', 'doctors']","['He', 'cry', 'the', 'whole', 'time']",2
2150,"['He', 'put', 'them', 'on', 'a', 'plate']","['He', 'carefully', 'slice', 'some', 'cheese']",2
2151,"['He', 'claim', 'his', 'prize']","['He', 'begin', 'to', 'cover', 'his', 'card']",2
2152,"['She', 'become', 'a', 'hermit', 'out', 'of', 'fear']","['She', 'make', 'many', 'enemies']",2
2153,"['We', 'discuss', 'what', 'to', 'eat', 'there']","['We', 'go', 'back', 'and', 'forth']",2
2154,"['I', 'jump', 'in', 'immediately']","['I', 'go', 'to', 'the', 'pool', 'yesterday']",2
2155,"['We', 'start', 'playing', 'at', '11', 'PM']","['I', 'play', 'chess', 'with', 'my', 'friend', 'Max']",2
2156,"['They', 'delete', 'Ashlynn', 'from', 'Facebook']","['They', 'get', 'into', 'a', 'flame', 'war']",2
2157,"['I', 'make', 'a', 'crochet', 'hat']","['I', 'decide', 'to', 'make', 'a', 'homemade', 'gift']",2
2158,"['She', 'enter', 'her', 'recipe', 'for', 'strawberry', 'shortcake']","['They', 'enter', 'into', 'a', 'local', 'cupcake', 'competition']",2
2159,"['They', 'arrive', 'at', 'the', 'place']","['They', 'see', 'a', 'flyer', 'for', 'ziplining']",2
2160,"['His', 'pockets', 'bulge', 'with', 'his', 'newfound', 'prize']","['He', 'grab', 'a', 'handful', 'of', 'chocolates']",2
2161,"['His', 'shoes', 'get', 'dirty']","['He', 'walk', 'around', 'the', 'town']",2
2162,"['Many', 'people', 'leave', 'with', 'full', 'bags']","['The', 'produce', 'look', 'great']",2
2163,"['They', 'enjoy', 'a', 'day', 'of', 'swimming']","['They', 'decide', 'to', 'go', 'swimming']",2
2164,"['She', 'get', 'to', 'her', 'house']","['She', 'eventually', 'go', 'home']",2
2165,"['He', 'see', 'an', 'old', 'girlfriend']","['He', 'move', 'back', 'near', 'his', 'hometown']",2
2166,"['I', 'accept', 'his', 'apology']","['My', 'brother', 'apologize', 'about', 'the', 'shirt']",2
2167,"['He', 'yank', 'on', 'the', 'line']","['He', 'cast', 'out', 'his', 'line']",2
2168,"['He', 'miss', 'his', 'flight', 'by', 'one', 'minute']","['Starbucks', 'take', 'a', 'few', 'minutes', 'long']",2
2169,"['They', 'decide', 'to', 'give', 'Daryl', 'the', 'raise']","['They', 'look', 'over', 'the', 'facts']",2
2170,"['The', 'woman', 'ask', 'why']","['The', 'man', 'shake', 'his', 'head']",2
2171,"['He', 'question', 'her', 'every', 'move']","['She', 'see', 'a', 'strange', 'car', 'parked']",2
2172,"['She', 'decide', 'to', 'go']","['She', 'sit', 'in', 'the', 'chair']",2
2173,"['Nyla', 'stay', 'at', 'the', 'park', 'late']","['Her', 'mom', 'go', 'to', 'the', 'park']",2
2174,"['She', 'place', 'second', 'in', 'the', 'whole', 'town']","['Ida', 'enter', 'a', 'local', 'beauty', 'contest']",2
2175,"['She', 'hand', 'the', 'food', 'to', 'the', 'judge']","['They', 'make', 'steak', 'with', 'two', 'side', 'dishes']",2
2176,"['They', 'buy', 'a', 'membership', 'to', 'a', 'website']","['They', 'decide', 'to', 'try', 'online', 'dating']",2
2177,"['Rich', 'sleep', 'for', '18', 'hours', 'straight']","['Rich', 'decide', 'to', 'take', 'a', 'nap']",2
2178,"['His', 'zipper', 'catch', 'his', 'skin']","['He', 'try', 'to', 'zip', 'up', 'his', 'coat']",2
2179,"['I', 'wonder', 'what', 'seats', 'he', 'got']","['We', 'walk', 'into', 'the', 'stadium']",2
2180,"['The', 'woman', 'turn', 'her', 'head']","['The', 'man', 'lean', 'in', 'for', 'a', 'kiss']",2
2181,"['He', 'sentence', 'him', 'to', 'four', 'years']","['The', 'judge', 'find', 'the', 'man', 'guilty']",2
2182,"['She', 'realize', 'she', 'forgot', 'the', 'paint', 'brushes']","['They', 'bring', 'the', 'paint', 'home']",2
2183,"['She', 'interview', 'lots', 'of', 'them']","['They', 'decide', 'to', 'hire', 'a', 'maid']",2
2184,"['He', 'put', 'his', 'leash', 'on', 'him']","['They', 'talk', 'soothingly', 'to', 'the', 'dog']",2
2185,"['I', 'put', 'the', 'eggs', 'in', 'the', 'pan']","['I', 'make', 'eggs', 'yesterday']",2
2186,"['They', 'drive', 'the', 'car']","['They', 'share', 'a', 'car']",2
2187,"['We', 'remind', 'her', 'about', 'the', 'time']","['We', 'play', 'bughouse', 'chess']",2
2188,"['She', 'find', 'the', 'perfect', 'pair']","['She', 'try', 'on', 'lots', 'of', 'pairs']",2
2189,"['They', 'run', 'into', 'the', 'end', 'zone']","['They', 'throw', 'the', 'ball', 'to', 'Jack']",2
2190,"['They', 'begin', 'to', 'float', 'away']","['The', 'boat', 'come', 'loose']",2
2191,"['I', 'pick', 'out', 'all', 'my', 'purchases']","['I', 'go', 'to', 'Walgreen', 'yesterday']",2
2192,"['The', 'rock', 'go', 'five', 'feet']","['The', 'woman', 'throw', 'a', 'rock']",2
2193,"['They', 'play', 'very', 'well', 'that', 'day']","['They', 'both', 'head', 'out', 'to', 'the', 'course']",2
2194,"['His', 'teammates', 'shout', 'with', 'joy']","['They', 'make', 'the', 'strike']",2
2195,"['She', 'call', 'the', 'pizza', 'parlor']","['They', 'look', 'over', 'the', 'menu']",2
2196,"['He', 'accept', 'his', 'offer']","['His', 'father', 'offer', 'to', 'help']",2
2197,"['All', 'of', 'her', 'friends', 'jump', 'out']","['She', 'open', 'her', 'door', 'with', 'great', 'shock']",2
2198,"['She', 'arrive', 'there', 'in', 'summer']","['They', 'go', 'to', 'South', 'America', 'last', 'year']",2
2199,"['The', 'man', 'put', 'on', 'a', 'jacket']","['He', 'look', 'at', 'the', 'tag']",2
2200,"['They', 'burst', 'out', 'laughing']","['The', 'candidate', 'make', 'the', 'speech']",2
2201,"['She', 'turn', 'me', 'down']","['I', 'see', 'her', 'in', 'the', 'hallway']",2
2202,"['She', 'beg', 'her', 'parents', 'for', 'a', 'fish']","['They', 'really', 'enjoy', 'the', 'movie', 'Finding', 'Nemo']",2
2203,"['She', 'cut', 'her', 'finger', 'making', 'a', 'sandwich']","['They', 'work', 'at', 'a', 'sandwich', 'shop']",2
2204,"['His', 'knee', 'get', 'a', 'bad', 'scrape']","['He', 'fall', 'off', 'of', 'his', 'scooter']",2
2205,"['He', 'get', 'his', 'own', 'dog']","['The', 'therapist', 'slowly', 'introduce', 'him', 'to', 'dogs']",2
2206,"['He', 'laugh', 'about', 'those', 'old', 'days']","['He', 'become', 'a', 'professional', 'skater']",2
2207,"['The', 'judge', 'give', 'them', 'more', 'time']","['They', 'ask', 'the', 'judge', 'for', 'more', 'time']",2
2208,"['My', 'son', 'start', 'spinning', 'the', 'boat']","['We', 'float', 'around', 'in', 'the', 'water']",2
2209,"['She', 'work', 'with', 'many', 'kids']","['Kelsey', 'start', 'her', 'job', 'on', 'Monday']",2
2210,"['He', 'forget', 'the', 'boss', 'name']","['They', 'meet', 'for', 'the', 'first', 'time']",2
2211,"['She', 'eat', 'at', 'the', 'food', 'court']","['They', 'work', 'at', 'the', 'mall']",2
2212,"['Candace', 'miss', 'out', 'on', 'the', 'contest']","['She', 'call', 'off', 'sick']",2
2213,"['His', 'basket', 'full', 'he', 'head', 'home']","['He', 'gather', 'the', 'forest', 'treats']",2
2214,"['Her', 'channel', 'steadily', 'grow', 'many', 'followers']","['She', 'd', 'share', 'messages', 'about', 'her', 'faith']",2
2215,"['Chase', 'fall', 'down', 'from', 'the', 'tree']","['Chase', 'disobey', 'his', 'mother']",2
2216,"['They', 'feel', 'a', 'bit', 'suspicious']","['His', 'brother', 'share', 'his', 'jelly', 'beans']",2
2217,"['The', 'stylist', 'trim', 'the', 'bottom']","['SHe', 'go', 'in', 'for', 'her', 'first', 'haircut']",2
2218,"['She', 'use', 'the', 'mug', 'every', 'day']","['She', 'receive', 'a', 'lot', 'of', 'gifts']",2
2219,"['He', 'go', 'back', 'to', 'his', 'hotel']","['He', 'feel', 'completely', 'sick']",2
2220,"['The', 'baseball', 'hit', 'a', 'Vase', 'shattered']","['They', 'hit', 'the', 'baseball', 'very', 'hard']",2
2221,"['She', 'find', 'drugs', 'in', 'his', 'car']","['She', 'suspect', 'her', 'husband', 'was', 'having', 'troubles']",2
2222,"['A', 'shark', 'come', 'up', 'near', 'him']","['He', 'never', 'encounter', 'a', 'shark']",2
2223,"['He', 'eat', 'a', 'delicious', 'slice', 'of', 'pizza']","['He', 'take', 'the', 'long', 'drive', 'there']",2
2224,"['Beverly', 'put', 'up', 'a', 'fence']","['The', 'sheriff', 'evict', 'the', 'squatters']",2
2225,"['The', 'ball', 'bounce', 'from', 'the', 'backboard']","['He', 'take', 'a', 'long', 'shot', 'and', 'missed']",2
2226,"['He', 'play', 'with', 'other', 'dogs']","['His', 'owners', 'drive', 'him', 'to', 'the', 'park']",2
2227,"['He', 'grab', 'his', 'tools']","['He', 'see', 'the', 'wheel', 'had', 'come', 'off']",2
2228,"['His', 'mom', 'wrap', 'him', 'in', 'a', 'towel']","['His', 'mom', 'give', 'him', 'a', 'bath']",2
2229,"['They', 'apologize', 'to', 'the', 'man']","['The', 'man', 'turn', 'around']",2
2230,"['She', 'pick', 'up', 'an', 'orange']","['She', 'reach', 'into', 'her', 'bag']",2
2231,"['They', 'offer', 'him', 'the', 'job']","['They', 'tell', 'him', 'come']",2
2232,"['His', 'mom', 'hear', 'him']","['He', 'yell', 'his', 'dogs', 'name']",2
2233,"['He', 'go', 'home', 'disappointed']","['He', 'go', 'late', 'at', 'night']",2
2234,"['He', 'keep', 'the', 'frog', 'as', 'his', 'pet']","['He', 'pick', 'up', 'the', 'frog']",2
2235,"['A', 'bully', 'corner', 'him']","['Bullies', 'target', 'him', 'right', 'away']",2
2236,"['Anita', 'own', 'a', 'bakery']","['She', 'spend', 'her', 'whole', 'life', 's', 'savings']",2
2237,"['The', 'ground', 'start', 'to', 'catch', 'on', 'fire']","['Flames', 'land', 'on', 'the', 'ground']",2
2238,"['Her', 'hand', 'swell', 'up']","['She', 'put', 'her', 'hand', 'in', 'some', 'flowers']",2
2239,"['Their', 'system', 'keep', 'giving', 'him', 'an', 'error']","['He', 'follow', 'the', 'instructions', 'on', 'their', 'website']",2
2240,"['They', 'go', 'home', 'full', 'and', 'happy']","['They', 'decide', 'to', 'split', 'a', 'pizza']",2
2241,"['She', 'see', 'some', 'weird', 'plants']","['She', 'decide', 'to', 'find', 'some', 'food']",2
